741	1356824124
741	1356824727
741	1356825328
741	1356825930
742	1356826527
741	1356827121
741	1356827727
744	1356828329
744	1356828927
745	1356829523
744	1356830126
745	1356830723
745	1356831325
745	1356831928
745	1356832522
746	1356833123
745	1356833724
746	1356834326
749	1356834927
748	1356835522
748	1356836129
746	1356836723
746	1356837324
746	1356837929
746	1356838523
746	1356839124
747	1356839727
747	1356840326
747	1356840923
747	1356841522
747	1356842125
747	1356842723
746	1356843330
747	1356843931
747	1356844526
747	1356845122
722	1356845723
644	1356846329
494	1356846925
431	1356847526
414	1356848130
385	1356848722
382	1356849330
386	1356849931
386	1356850528
386	1356851123
386	1356851724
383	1356852326
377	1356852930
376	1356853531
368	1356854129
368	1356854722
369	1356855331
372	1356855927
371	1356856525
372	1356857124
366	1356857728
366	1356858323
366	1356858931
366	1356859531
366	1356860130
366	1356860722
367	1356861325
367	1356861929
366	1356862529
366	1356863125
366	1356863724
367	1356864330
366	1356864929
367	1356865523
366	1356866123
366	1356866722
367	1356867327
366	1356867924
367	1356868522
366	1356869128
367	1356869730
366	1356870330
367	1356870927
367	1356871528
368	1356872132
400	1356872729
399	1356873324
399	1356873925
399	1356874528
399	1356875128
399	1356875724
399	1356876332
399	1356876925
399	1356877531
399	1356878128
399	1356878731
399	1356879326
400	1356879927
399	1356880531
399	1356881132
399	1356881730
399	1356882327
399	1356882925
399	1356883530
399	1356884132
398	1356884732
398	1356885324
398	1356885933
398	1356886530
399	1356887129
398	1356887724
398	1356888328
399	1356888925
398	1356889527
398	1356890124
398	1356890724
398	1356891324
399	1356891928
399	1356892527
398	1356893128
398	1356893729
399	1356894325
395	1356894931
396	1356895528
755	1356896127
757	1356896724
758	1356897326
758	1356897930
758	1356898526
758	1356899124
758	1356899727
758	1356900331
758	1356900930
758	1356901530
758	1356902129
758	1356902726
758	1356903329
758	1356903929
761	1356904533
761	1356905131
849	1356905729
849	1356906330
849	1356906933
849	1356907533
853	1356908133
839	1356908733
835	1356909327
837	1356909927
837	1356910526
837	1356911126
837	1356911728
836	1356912334
834	1356912933
834	1356913526
834	1356914126
734	1356914733
734	1356915328
734	1356915929
734	1356916526
734	1356917127
734	1356917734
734	1356918334
738	1356918928
738	1356919533
736	1356920134
734	1356920730
733	1356921331
734	1356921932
734	1356922529
734	1356923133
733	1356923726
734	1356924335
735	1356924933
735	1356925532
734	1356926130
734	1356926731
734	1356927332
733	1356927933
733	1356928526
734	1356929127
734	1356929731
735	1356930327
734	1356930928
734	1356931526
735	1356932128
731	1356932729
567	1356933329
474	1356933934
474	1356934534
464	1356935135
464	1356935734
464	1356936327
464	1356936929
464	1356937529
464	1356938129
464	1356938736
464	1356939332
464	1356939926
